formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C20H37NO2,[M + H]+,C20H38NO2+,Fatty acids,1.000,Fatty amides,0.999,N-acyl ethanolamines (endocannabinoids),0.946,Lipids and lipid-like molecules,0.774,Fatty Acyls,0.820,Fatty amides,0.760,N-acyl amines,0.628,N-acyl amines,0.628,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,324.290,903,15.052,766936026496970045,766798186668247304,766798186664052999,1652,
1,C21H34O3,[M + H]+,C21H35O3+,Fatty acids,0.999,Glycerolipids,0.905,Monoacylglycerols,0.715,Lipids and lipid-like molecules,0.986,Fatty Acyls,0.949,Fatty acid esters,0.913,Glycidol esters,0.877,Glycidol esters,0.877,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Epoxides; Glycerolipids; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monoacylglycerols; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Glycidol esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,335.258,903,15.056,766934488441486886,766798169203161933,766798169203161932,945,
1,C33H55NO5,[M + H]+,C33H56NO5+,Alkaloids,0.293,Tyrosine alkaloids,0.186,Isoquinoline alkaloids,0.126,Lipids and lipid-like molecules,0.662,Prenol lipids,0.530,,,,,Prenol lipids,0.530,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,546.415,903,15.058,766934400780532788,766798243358472398,766798243358472397,4151,
1,C25H52N2O3,[M + H]+,C25H53N2O3+,Terpenoids,0.997,Meroterpenoids,0.998,Prenyl quinone meroterpenoids,0.999,Lipids and lipid-like molecules,0.788,Prenol lipids,0.810,Quinone and hydroquinone lipids,0.983,Vitamin E compounds,0.998,Tocopherols,0.888,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Tocopherols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Quinone and hydroquinone lipids; Vitamin E compounds; Diterpenoids; Carbonyl compounds; Benzenoids; Amines; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,429.405,904,15.063,766934430614617477,766798144049917045,766798144049917044,170,
1,C28H46N2O3,[M + K]+,C28H46KN2O3+,Alkaloids,0.609,Pseudoalkaloids (transamidation),0.598,Steroidal alkaloids,0.332,Lipids and lipid-like molecules,0.660,,,,,,,Lipids and lipid-like molecules,0.660,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,497.311,904,15.065,766934550542352558,766798171208039615,766798171208039614,1019,
1,C22H41NO2,[M + H]+,C22H42NO2+,Fatty acids,1.000,Fatty amides,1.000,N-acyl ethanolamines (endocannabinoids),0.999,Lipids and lipid-like molecules,0.981,Fatty Acyls,0.988,Fatty amides,0.976,N-acyl amines,0.966,N-acyl amines,0.966,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acylethanolamines; Secondary carboxylic acid amides; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",352.321,904,15.071,766934552215879893,766798144398044322,766798144398044321,179,
1,C15H20O2,[M + H]+,C15H21O2+,Terpenoids,0.991,Sesquiterpenoids,0.970,Eremophilane sesquiterpenoids,0.649,Lipids and lipid-like molecules,0.721,Prenol lipids,0.672,Sesquiterpenoids,0.752,"Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",0.599,"Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids",0.599,"Organic compounds; Lipids and lipid-like molecules; Ketones; Prenol lipids; Organooxygen compounds; Monocarboxylic acids and derivatives; Sesquiterpenoids; Carbonyl compounds; Cyclic ketones; Eremophilane, 8,9-secoeremophilane and furoeremophilane sesquiterpenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities",233.154,906,15.107,766934580657455571,766798240934164151,766798240934164150,4044,
1,C33H55NO8,[M + H]+,C33H56NO8+,Fatty acids,0.439,Pseudoalkaloids (transamidation),0.518,Neutral glycosphingolipids,0.136,Lipids and lipid-like molecules,0.845,Fatty Acyls,0.646,,,,,Fatty Acyls,0.646,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Cyclic alcohols and derivatives; Secondary alcohols; Carbonyl compounds; Polyols; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,594.400,907,15.109,766934537506455519,766798237641634781,766798237641634780,3898,
1,C32H51NO4,[M + H]+,C32H52NO4+,Fatty acids,0.989,Fatty esters,0.997,Fatty acyl carnitines,0.987,Lipids and lipid-like molecules,0.913,Fatty Acyls,0.857,Fatty acid esters,0.902,,,Fatty acid esters,0.902,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Amines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,514.390,907,15.111,766934538232070214,766798243685628185,766798243685628184,4166,
1,C26H48NO7P,[M + Na]+,C26H48NNaO7P+,Fatty acids,1.000,Glycerophospholipids,1.000,Glycerophosphocholines,0.999,Lipids and lipid-like molecules,0.985,Glycerophospholipids,0.998,Glycerophosphocholines,0.996,Lysophosphatidylcholines,0.985,1-acyl-sn-glycero-3-phosphocholines,0.977,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,540.308,907,15.112,766934534146817785,766798164035778475,766798164035778474,750,
1,C26H33N7O2,[M + H]+,C26H34N7O2+,Terpenoids,0.387,Steroids,0.138,Pregnane steroids,0.082,Lipids and lipid-like molecules,0.747,Steroids and steroid derivatives,0.654,Oxosteroids,0.538,,,Oxosteroids,0.538,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Steroids and steroid derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Oxosteroids; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,476.277,908,15.141,766935143558223090,766798157429748555,766798157429748554,519,
1,C14H24O5,[M + K]+,C14H24KO5+,Fatty acids,0.844,Fatty Acids and Conjugates,0.344,Dicarboxylic acids,0.788,Organic acids and derivatives,0.980,Carboxylic acids and derivatives,0.976,Dicarboxylic acids and derivatives,0.715,,,Dicarboxylic acids and derivatives,0.715,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,311.126,909,15.143,766934928423980554,766798143257193494,766798143252999189,151,
1,C21H40N2O4,[M + H]+,C21H41N2O4+,Fatty acids,1.000,Fatty esters,0.999,Fatty acyl carnitines,1.000,Lipids and lipid-like molecules,0.985,Fatty Acyls,0.987,Fatty acid esters,0.833,Acyl carnitines,0.971,Acyl carnitines,0.971,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Quaternary ammonium salts; Carboxylic acid derivatives; Acyl carnitines; Carboxylic acid salts; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,385.309,909,15.147,766934929535471282,766798138836396613,766798138836396612,58,
1,C24H34O4,[M + H]+,C24H35O4+,Terpenoids,0.998,Steroids,0.986,Bufadienolides,0.989,Lipids and lipid-like molecules,0.970,Steroids and steroid derivatives,0.954,Steroid lactones,0.815,Bufanolides and derivatives,0.975,Bufanolides and derivatives,0.975,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Furans; Pyrans; Alcohols and polyols; Steroids and steroid derivatives; Organooxygen compounds; Pyranones and derivatives; Steroid lactones; Cyclic alcohols and derivatives; Hydroxysteroids; Bufanolides and derivatives; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 14-hydroxysteroids; Organic oxygen compounds; Chemical entities,387.253,910,15.170,766934653902586907,766798176295731362,766798176291537057,1216,
1,C33H55NO5,[M + H]+,C33H56NO5+,Alkaloids,0.340,Macrolides,0.270,Open-chain polyketides,0.162,Lipids and lipid-like molecules,0.651,,,,,,,Lipids and lipid-like molecules,0.651,Organic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Amines; Cyclic ketones; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,546.415,910,15.172,766934959239532853,766798236819551012,766798236819551011,3860,
1,C26H48NO7P,[M + H]+,C26H49NO7P+,Fatty acids,1.000,Glycerophospholipids,1.000,Glycerophosphocholines,0.998,Lipids and lipid-like molecules,0.992,Glycerophospholipids,0.998,Glycerophosphocholines,0.997,Lysophosphatidylcholines,0.991,1-acyl-sn-glycero-3-phosphocholines,0.969,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Lysophosphatidylcholines; 1-acyl-sn-glycero-3-phosphocholines; Secondary alcohols; Carbonyl compounds; Glycerophosphocholines; Amines; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,518.324,910,15.172,766935239205132220,766798150702083984,766798150702083983,325,
1,C32H53NO5,[M + H]+,C32H54NO5+,Alkaloids,0.524,Linear polyketides,0.332,Open-chain polyketides,0.304,Lipids and lipid-like molecules,0.528,,,,,,,Lipids and lipid-like molecules,0.528,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,532.400,911,15.181,766934961185690010,766798240011417061,766798240011417060,4002,
1,C24H36O5,[M + H]+,C24H37O5+,Fatty acids,0.880,Docosanoids,0.629,Maresins,0.143,Lipids and lipid-like molecules,0.935,Fatty Acyls,0.641,,,,,Fatty Acyls,0.641,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,405.264,911,15.185,766934911000841044,766798170918632599,766798170918632598,1011,
1,C24H38O6,[M + H]+,C24H39O6+,Fatty acids,0.536,Linear polyketides,0.198,Open-chain polyketides,0.323,Lipids and lipid-like molecules,0.903,Fatty Acyls,0.806,,,,,Fatty Acyls,0.806,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,423.274,912,15.195,766935261955037212,766798172483108281,766798172483108280,1069,
1,C27H51N3O5,[M + H]+,C27H52N3O5+,Fatty acids,0.996,Spingolipids,0.268,Fatty acyl carnitines,0.416,Lipids and lipid-like molecules,0.936,Fatty Acyls,0.939,Fatty amides,0.833,N-acyl amines,0.773,N-acyl amines,0.773,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Quaternary ammonium salts; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,498.394,912,15.197,766934911692901296,766798239881393607,766798239881393606,3996,
